Property name,No. BRs,No. Beds,No. Baths,No. Guests allowed,Nightly Rate,Cleaning Fee,Rating,No. Reviews,Superhost Status (1 / 0),Amenities,Pets (1 / 0),Property Type,Location,Location Rating,Price_per_Guest,Link,Season
Sample Property 9274,4,5,4.0,10,299.36,202.4,4.14,184,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.9,29.94,https://www.airbnb.com/rooms/sample_18558,Shoulder
Sample Property 5493,5,7,5.0,11,478.87,239.41,4.51,206,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.6,43.53,https://www.airbnb.com/rooms/sample_24467,Peak
Sample Property 7464,1,2,1.0,3,183.62,103.03,4.93,218,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",4.4,61.21,https://www.airbnb.com/rooms/sample_9270,Peak
Sample Property 6966,2,2,1.0,5,217.22,121.09,4.82,205,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Summit West, Bend, OR",4.7,43.44,https://www.airbnb.com/rooms/sample_24701,Peak
Sample Property 4129,1,1,1.0,3,160.12,94.2,3.63,44,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.2,53.37,https://www.airbnb.com/rooms/sample_82988,Peak
Sample Property 8776,3,4,3.0,8,340.67,188.83,4.26,293,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.3,42.58,https://www.airbnb.com/rooms/sample_59471,Peak
Sample Property 8481,3,5,3.0,7,373.26,172.11,4.44,81,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Old Bend, Bend, OR",4.6,53.32,https://www.airbnb.com/rooms/sample_83124,Peak
Sample Property 5078,2,4,1.0,5,210.64,126.9,3.95,203,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Seventh Mountain, Bend, OR",4.7,42.13,https://www.airbnb.com/rooms/sample_61248,Peak
Sample Property 8382,3,4,2.0,7,148.44,178.01,4.12,202,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Southwest Bend, Bend, OR",4.1,21.21,https://www.airbnb.com/rooms/sample_4137,Off-Peak
Sample Property 8127,5,6,4.0,10,463.63,260.82,3.96,272,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Old Bend, Bend, OR",4.7,46.36,https://www.airbnb.com/rooms/sample_68245,Peak
Sample Property 3148,2,4,2.0,5,250.6,125.71,4.4,16,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.3,50.12,https://www.airbnb.com/rooms/sample_23890,Peak
Sample Property 5626,3,5,3.0,6,224.86,169.96,3.63,25,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",4.6,37.48,https://www.airbnb.com/rooms/sample_38368,Shoulder
Sample Property 5272,5,7,4.0,10,382.77,253.98,3.97,130,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.4,38.28,https://www.airbnb.com/rooms/sample_87348,Shoulder
Sample Property 7965,4,4,3.0,10,183.67,210.55,4.09,48,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Seventh Mountain, Bend, OR",4.6,18.37,https://www.airbnb.com/rooms/sample_4583,Off-Peak
Sample Property 8328,4,5,3.0,10,166.69,212.19,4.62,211,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Old Bend, Bend, OR",4.7,16.67,https://www.airbnb.com/rooms/sample_51659,Off-Peak
Sample Property 3941,2,3,1.0,5,152.11,132.24,4.17,281,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Old Bend, Bend, OR",4.1,30.42,https://www.airbnb.com/rooms/sample_92906,Off-Peak
Sample Property 2299,1,3,1.0,2,183.63,102.15,4.59,182,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Southwest Bend, Bend, OR",4.4,91.81,https://www.airbnb.com/rooms/sample_77356,Peak
Sample Property 9167,5,6,4.0,10,203.69,260.26,4.21,47,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.9,20.37,https://www.airbnb.com/rooms/sample_22885,Off-Peak
Sample Property 2032,3,3,3.0,8,186.46,176.83,4.45,92,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.7,23.31,https://www.airbnb.com/rooms/sample_58233,Off-Peak
Sample Property 4723,3,4,2.0,7,210.77,161.04,3.79,118,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.7,30.11,https://www.airbnb.com/rooms/sample_91075,Shoulder
Sample Property 8288,3,3,2.0,8,147.06,158.98,4.95,196,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.7,18.38,https://www.airbnb.com/rooms/sample_33542,Off-Peak
Sample Property 2674,5,7,5.0,12,364.11,235.15,3.7,227,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Old Bend, Bend, OR",4.1,30.34,https://www.airbnb.com/rooms/sample_10493,Shoulder
Sample Property 6413,2,2,1.0,4,84.7,121.99,3.56,43,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.0,21.18,https://www.airbnb.com/rooms/sample_62515,Off-Peak
Sample Property 3007,2,3,1.0,6,277.82,133.77,4.21,17,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Sunriver, OR",4.8,46.3,https://www.airbnb.com/rooms/sample_55088,Peak
Sample Property 5938,2,4,1.0,5,117.36,123.26,4.69,56,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.7,23.47,https://www.airbnb.com/rooms/sample_8647,Off-Peak
Sample Property 5530,1,1,1.0,3,211.67,75.52,4.37,245,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",4.9,70.56,https://www.airbnb.com/rooms/sample_16693,Peak
Sample Property 7353,2,4,1.0,4,146.97,138.02,4.18,274,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Summit West, Bend, OR",4.1,36.74,https://www.airbnb.com/rooms/sample_33314,Off-Peak
Sample Property 3663,5,5,4.0,11,448.73,243.06,4.34,249,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Old Bend, Bend, OR",4.7,40.79,https://www.airbnb.com/rooms/sample_88658,Peak
Sample Property 7159,5,5,4.0,11,491.33,246.78,3.55,253,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",4.5,44.67,https://www.airbnb.com/rooms/sample_77130,Peak
Sample Property 2798,4,4,4.0,8,208.34,222.12,4.64,254,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.4,26.04,https://www.airbnb.com/rooms/sample_95108,Off-Peak
Sample Property 2008,3,4,3.0,6,307.58,166.74,4.98,150,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",5.0,51.26,https://www.airbnb.com/rooms/sample_70248,Peak
Sample Property 3803,5,6,5.0,11,501.6,241.41,4.08,98,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.8,45.6,https://www.airbnb.com/rooms/sample_84586,Peak
Sample Property 2223,5,6,4.0,12,216.77,237.81,4.89,73,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Sunriver, OR",4.4,18.06,https://www.airbnb.com/rooms/sample_37046,Off-Peak
Sample Property 8448,3,4,2.0,7,259.52,178.86,4.11,97,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.9,37.07,https://www.airbnb.com/rooms/sample_5630,Shoulder
Sample Property 4407,1,3,1.0,2,158.32,111.17,3.59,68,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.1,79.16,https://www.airbnb.com/rooms/sample_80731,Peak
Sample Property 2173,3,4,2.0,7,188.69,180.0,3.62,58,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Southwest Bend, Bend, OR",4.9,26.96,https://www.airbnb.com/rooms/sample_69352,Off-Peak
Sample Property 8054,3,5,2.0,8,181.76,173.69,4.17,194,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Old Bend, Bend, OR",4.9,22.72,https://www.airbnb.com/rooms/sample_38524,Off-Peak
Sample Property 7811,1,3,1.0,4,124.05,85.52,3.97,144,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Larkspur, Bend, OR",4.3,31.01,https://www.airbnb.com/rooms/sample_81298,Shoulder
Sample Property 7468,4,6,4.0,10,429.2,208.25,3.51,41,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Old Bend, Bend, OR",4.5,42.92,https://www.airbnb.com/rooms/sample_79370,Peak
Sample Property 8892,3,5,3.0,6,323.07,164.15,3.62,144,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.6,53.84,https://www.airbnb.com/rooms/sample_30374,Peak
Sample Property 7364,3,5,3.0,7,347.92,172.64,4.69,291,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.9,49.7,https://www.airbnb.com/rooms/sample_4026,Peak
Sample Property 9347,3,3,2.0,8,233.83,163.68,3.89,276,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Seventh Mountain, Bend, OR",4.3,29.23,https://www.airbnb.com/rooms/sample_1408,Shoulder
Sample Property 5332,1,1,1.0,4,159.07,68.51,4.27,54,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Sunriver, OR",4.9,39.77,https://www.airbnb.com/rooms/sample_24503,Peak
Sample Property 9449,3,3,3.0,6,333.59,170.25,4.17,99,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Southwest Bend, Bend, OR",4.3,55.6,https://www.airbnb.com/rooms/sample_51963,Peak
Sample Property 2860,1,3,1.0,2,79.65,87.02,4.27,56,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.9,39.83,https://www.airbnb.com/rooms/sample_93899,Off-Peak
Sample Property 3044,3,5,3.0,6,338.3,185.1,4.27,282,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Southwest Bend, Bend, OR",4.2,56.38,https://www.airbnb.com/rooms/sample_76209,Peak
Sample Property 8194,5,5,4.0,12,343.01,245.3,4.56,166,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Summit West, Bend, OR",4.5,28.58,https://www.airbnb.com/rooms/sample_67039,Shoulder
Sample Property 7856,2,4,1.0,5,125.74,114.29,3.87,254,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.5,25.15,https://www.airbnb.com/rooms/sample_74756,Off-Peak
Sample Property 1403,4,4,3.0,9,172.58,219.29,3.85,67,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Summit West, Bend, OR",4.7,19.18,https://www.airbnb.com/rooms/sample_5471,Off-Peak
Sample Property 7606,4,5,4.0,9,211.7,225.95,4.36,121,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Sunriver, OR",4.7,23.52,https://www.airbnb.com/rooms/sample_2043,Off-Peak
Sample Property 2101,2,3,1.0,5,100.59,114.73,4.72,2,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Tumalo State Park, Bend, OR",4.1,20.12,https://www.airbnb.com/rooms/sample_58032,Off-Peak
Sample Property 8890,1,3,1.0,3,70.31,82.07,4.12,218,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.9,23.44,https://www.airbnb.com/rooms/sample_46563,Off-Peak
Sample Property 4395,3,3,3.0,7,245.45,153.64,4.62,140,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.3,35.06,https://www.airbnb.com/rooms/sample_98659,Shoulder
Sample Property 3581,1,1,1.0,2,114.41,79.23,3.96,226,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Tumalo State Park, Bend, OR",4.7,57.2,https://www.airbnb.com/rooms/sample_11815,Off-Peak
Sample Property 1172,5,5,5.0,10,508.44,265.57,3.5,4,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Tumalo State Park, Bend, OR",4.6,50.84,https://www.airbnb.com/rooms/sample_36714,Peak
Sample Property 4880,4,5,4.0,10,380.68,209.17,3.69,19,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Summit West, Bend, OR",4.6,38.07,https://www.airbnb.com/rooms/sample_50727,Peak
Sample Property 3689,1,1,1.0,3,139.54,86.76,4.85,88,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.5,46.51,https://www.airbnb.com/rooms/sample_24625,Shoulder
Sample Property 8645,4,4,3.0,9,391.93,206.76,4.25,137,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Southwest Bend, Bend, OR",4.8,43.55,https://www.airbnb.com/rooms/sample_26640,Peak
Sample Property 4446,3,4,2.0,7,290.61,169.19,4.15,230,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.1,41.52,https://www.airbnb.com/rooms/sample_3386,Peak
Sample Property 5566,5,7,4.0,12,338.77,235.67,4.73,52,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.7,28.23,https://www.airbnb.com/rooms/sample_57693,Shoulder
Sample Property 3419,5,6,5.0,12,231.99,240.36,4.48,202,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",4.1,19.33,https://www.airbnb.com/rooms/sample_4043,Off-Peak
Sample Property 2986,2,4,2.0,6,192.5,138.47,3.82,209,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Summit West, Bend, OR",4.1,32.08,https://www.airbnb.com/rooms/sample_63746,Shoulder
Sample Property 1048,2,3,2.0,6,135.24,110.5,4.01,176,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.7,22.54,https://www.airbnb.com/rooms/sample_3053,Off-Peak
Sample Property 4727,2,3,2.0,5,115.8,132.98,4.4,46,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Tumalo State Park, Bend, OR",4.1,23.16,https://www.airbnb.com/rooms/sample_82358,Off-Peak
Sample Property 9677,3,4,2.0,7,217.81,149.8,3.65,247,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Seventh Mountain, Bend, OR",4.3,31.12,https://www.airbnb.com/rooms/sample_61193,Shoulder
Sample Property 1847,2,3,2.0,5,282.99,132.97,4.29,165,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.5,56.6,https://www.airbnb.com/rooms/sample_3321,Peak
Sample Property 1726,3,3,2.0,6,333.77,188.49,4.53,41,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Summit West, Bend, OR",4.1,55.63,https://www.airbnb.com/rooms/sample_20270,Peak
Sample Property 5760,2,2,2.0,4,260.5,121.81,3.66,66,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.8,65.12,https://www.airbnb.com/rooms/sample_78930,Peak
Sample Property 4549,2,3,2.0,6,259.04,126.62,3.81,258,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.0,43.17,https://www.airbnb.com/rooms/sample_59841,Peak
Sample Property 5065,2,4,1.0,6,160.71,125.41,4.39,217,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Old Bend, Bend, OR",4.4,26.79,https://www.airbnb.com/rooms/sample_84362,Shoulder
Sample Property 3096,3,4,2.0,8,121.69,167.08,4.84,175,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Old Bend, Bend, OR",4.5,15.21,https://www.airbnb.com/rooms/sample_65141,Off-Peak
Sample Property 2849,4,4,4.0,10,226.69,191.61,4.27,127,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",4.7,22.67,https://www.airbnb.com/rooms/sample_96613,Off-Peak
Sample Property 3431,5,5,4.0,11,274.46,254.15,3.58,46,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Old Bend, Bend, OR",4.5,24.95,https://www.airbnb.com/rooms/sample_56656,Off-Peak
Sample Property 5271,4,6,4.0,8,188.97,204.74,4.51,58,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Southwest Bend, Bend, OR",4.2,23.62,https://www.airbnb.com/rooms/sample_10196,Off-Peak
Sample Property 1540,2,4,2.0,6,255.72,143.13,4.15,246,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Summit West, Bend, OR",4.1,42.62,https://www.airbnb.com/rooms/sample_68682,Peak
Sample Property 8281,3,3,3.0,6,330.42,192.93,4.58,142,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Sunriver, OR",4.7,55.07,https://www.airbnb.com/rooms/sample_59474,Peak
Sample Property 7713,2,2,2.0,6,146.38,131.58,3.51,195,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.2,24.4,https://www.airbnb.com/rooms/sample_37384,Off-Peak
Sample Property 1541,4,5,3.0,8,379.87,201.51,3.82,28,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.1,47.48,https://www.airbnb.com/rooms/sample_6042,Peak
Sample Property 3722,2,3,2.0,5,270.7,132.75,4.73,129,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.1,54.14,https://www.airbnb.com/rooms/sample_81900,Peak
Sample Property 4895,2,3,2.0,5,133.18,123.76,3.76,161,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Tumalo State Park, Bend, OR",5.0,26.64,https://www.airbnb.com/rooms/sample_67610,Off-Peak
Sample Property 3032,1,2,1.0,2,152.56,87.54,4.57,10,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Seventh Mountain, Bend, OR",4.1,76.28,https://www.airbnb.com/rooms/sample_98920,Shoulder
Sample Property 3428,4,5,3.0,9,252.2,203.45,3.98,263,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",4.2,28.02,https://www.airbnb.com/rooms/sample_86297,Shoulder
Sample Property 7170,3,3,3.0,8,258.08,175.19,4.18,169,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Summit West, Bend, OR",4.1,32.26,https://www.airbnb.com/rooms/sample_78053,Shoulder
Sample Property 7875,3,3,3.0,8,160.2,159.35,3.6,176,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",4.0,20.02,https://www.airbnb.com/rooms/sample_38507,Off-Peak
Sample Property 3976,1,3,1.0,3,95.18,95.28,4.22,240,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.5,31.73,https://www.airbnb.com/rooms/sample_44248,Off-Peak
Sample Property 5869,2,4,2.0,5,180.91,122.03,4.23,139,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Old Bend, Bend, OR",4.1,36.18,https://www.airbnb.com/rooms/sample_95336,Shoulder
Sample Property 1078,2,2,2.0,4,116.17,136.88,4.2,268,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Old Bend, Bend, OR",4.1,29.04,https://www.airbnb.com/rooms/sample_18563,Off-Peak
Sample Property 7794,2,4,1.0,6,182.11,119.45,3.93,128,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Old Bend, Bend, OR",4.9,30.35,https://www.airbnb.com/rooms/sample_57677,Shoulder
Sample Property 1028,1,2,1.0,2,107.95,101.3,3.86,142,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Summit West, Bend, OR",4.0,53.98,https://www.airbnb.com/rooms/sample_13504,Off-Peak
Sample Property 5601,3,4,2.0,8,149.53,180.64,4.69,280,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Sunriver, OR",4.6,18.69,https://www.airbnb.com/rooms/sample_28562,Off-Peak
Sample Property 4071,1,2,1.0,2,191.55,88.71,3.56,27,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.1,95.78,https://www.airbnb.com/rooms/sample_1780,Peak
Sample Property 4998,3,5,2.0,7,115.46,180.84,4.36,93,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.5,16.49,https://www.airbnb.com/rooms/sample_24075,Off-Peak
Sample Property 3739,1,2,1.0,2,137.44,84.46,4.31,19,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Summit West, Bend, OR",4.7,68.72,https://www.airbnb.com/rooms/sample_68994,Shoulder
Sample Property 1012,1,2,1.0,2,114.08,94.73,3.82,47,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.5,57.04,https://www.airbnb.com/rooms/sample_96517,Shoulder
Sample Property 2438,2,3,2.0,4,200.79,120.99,3.81,103,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Old Bend, Bend, OR",4.7,50.2,https://www.airbnb.com/rooms/sample_55312,Shoulder
Sample Property 1648,2,2,2.0,5,271.69,126.3,3.65,177,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Southwest Bend, Bend, OR",4.7,54.34,https://www.airbnb.com/rooms/sample_94193,Peak
Sample Property 9719,5,6,4.0,10,215.11,252.5,4.18,28,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Sunriver, OR",4.1,21.51,https://www.airbnb.com/rooms/sample_89877,Off-Peak
Sample Property 6906,1,3,1.0,4,50.0,97.83,4.7,76,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.8,12.5,https://www.airbnb.com/rooms/sample_71186,Off-Peak
Sample Property 8875,1,1,1.0,2,192.7,113.92,4.97,10,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.5,96.35,https://www.airbnb.com/rooms/sample_85375,Peak
Sample Property 9106,1,3,1.0,4,74.98,69.56,4.07,272,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.8,18.75,https://www.airbnb.com/rooms/sample_99977,Off-Peak
Sample Property 2221,4,4,4.0,9,230.03,200.39,4.88,236,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Summit West, Bend, OR",4.9,25.56,https://www.airbnb.com/rooms/sample_88878,Off-Peak
Sample Property 4513,2,4,1.0,6,226.83,128.16,3.79,108,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.3,37.8,https://www.airbnb.com/rooms/sample_56948,Peak
Sample Property 6021,2,3,1.0,4,247.38,118.14,3.67,234,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Sunriver, OR",4.8,61.84,https://www.airbnb.com/rooms/sample_92260,Peak
Sample Property 4435,3,5,3.0,8,344.96,186.01,3.53,270,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.1,43.12,https://www.airbnb.com/rooms/sample_32827,Peak
Sample Property 1561,2,4,2.0,5,266.43,125.21,3.54,201,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Summit West, Bend, OR",4.6,53.29,https://www.airbnb.com/rooms/sample_46158,Peak
Sample Property 2109,4,6,4.0,8,196.46,214.16,4.24,150,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",4.5,24.56,https://www.airbnb.com/rooms/sample_32377,Off-Peak
Sample Property 5607,3,5,3.0,6,172.94,164.78,4.05,94,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.9,28.82,https://www.airbnb.com/rooms/sample_770,Off-Peak
Sample Property 8450,5,5,4.0,12,221.37,259.68,3.72,228,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Seventh Mountain, Bend, OR",5.0,18.45,https://www.airbnb.com/rooms/sample_74703,Off-Peak
Sample Property 7854,3,4,2.0,6,312.42,174.97,4.1,161,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.8,52.07,https://www.airbnb.com/rooms/sample_53020,Peak
Sample Property 9067,3,4,2.0,7,161.69,176.75,4.03,260,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.2,23.1,https://www.airbnb.com/rooms/sample_94946,Off-Peak
Sample Property 6609,4,6,3.0,10,274.58,213.03,4.67,111,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Larkspur, Bend, OR",4.0,27.46,https://www.airbnb.com/rooms/sample_13164,Shoulder
Sample Property 2724,2,3,1.0,6,135.73,116.46,3.82,289,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.8,22.62,https://www.airbnb.com/rooms/sample_58409,Shoulder
Sample Property 6193,5,6,5.0,11,474.19,248.57,4.1,146,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Larkspur, Bend, OR",4.8,43.11,https://www.airbnb.com/rooms/sample_37793,Peak
Sample Property 7906,2,4,1.0,5,237.78,130.01,3.95,220,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Summit West, Bend, OR",4.7,47.56,https://www.airbnb.com/rooms/sample_16609,Peak
